page_id,run_number,response_time_ms,status_code,success,error
7673,1,73.8,200,1,
7673,2,95.13,200,1,
7673,3,165.44,200,1,
7683,1,321.97,200,1,
7683,2,321.36,200,1,
7683,3,361.82,200,1,
7725,1,100.81,200,1,
7725,2,114.35,200,1,
7725,3,106.95,200,1,
7727,1,97.86,200,1,
7727,2,99.77,200,1,
7727,3,114.01,200,1,
7782,1,9.68,200,1,
7782,2,7.45,200,1,
7782,3,48.88,200,1,
7785,1,46.12,200,1,
7785,2,90.34,200,1,
7785,3,168.07,200,1,
7787,1,112.41,200,1,
7787,2,92.05,200,1,
7787,3,92.93,200,1,
7788,1,96.04,200,1,
7788,2,111.09,200,1,
7788,3,98.84,200,1,
7789,1,98.93,200,1,
7789,2,95.08,200,1,
7789,3,113.85,200,1,
7796,1,79.98,200,1,
7796,2,34.82,200,1,
7796,3,78.58,200,1,
7825,1,96.92,200,1,
7825,2,99.2,200,1,
7825,3,110.4,200,1,
7826,1,105.91,200,1,
7826,2,103.77,200,1,
7826,3,112.43,200,1,
7828,1,176.67,200,1,
7828,2,116.17,200,1,
7828,3,109.38,200,1,
7830,1,166.28,200,1,
7830,2,92.57,200,1,
7830,3,98.51,200,1,
7843,1,101.84,200,1,
7843,2,129.93,200,1,
7843,3,100.56,200,1,
7862,1,105.22,200,1,
7862,2,97.03,200,1,
7862,3,112.77,200,1,
7866,1,98.7,200,1,
7866,2,91.6,200,1,
7866,3,89.45,200,1,
7869,1,4.24,200,1,
7869,2,4.25,200,1,
7869,3,3.99,200,1,
7872,1,99.54,200,1,
7872,2,93.55,200,1,
7872,3,95.82,200,1,
7873,1,93.47,200,1,
7873,2,184.79,200,1,
7873,3,106.63,200,1,
7875,1,116.95,200,1,
7875,2,89.56,200,1,
7875,3,106.37,200,1,
7879,1,86.5,200,1,
7879,2,87.24,200,1,
7879,3,35.34,200,1,
7887,1,93.03,200,1,
7887,2,176.02,200,1,
7887,3,93.15,200,1,
7907,1,4.25,200,1,
7907,2,4.38,200,1,
7907,3,4.24,200,1,
7990,1,12.45,200,1,
7990,2,12.82,200,1,
7990,3,13.5,200,1,
8042,1,4.15,200,1,
8042,2,3.98,200,1,
8042,3,4.25,200,1,
8064,1,74.68,200,1,
8064,2,103.21,200,1,
8064,3,163.47,200,1,
8081,1,102.71,200,1,
8081,2,106.74,200,1,
8081,3,102.67,200,1,
8135,1,6.37,200,1,
8135,2,6.14,200,1,
8135,3,6.13,200,1,
8167,1,101.64,200,1,
8167,2,168.38,200,1,
8167,3,94.61,200,1,
8204,1,24.68,200,1,
